year_of_manufacture,vehicle_type,motive_power,no_vehicles,Year,File
1979,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Articulated trucks,Other,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Articulated trucks,Other,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Articulated trucks,Other,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Articulated trucks,Other,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Articulated trucks,Other,5,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Articulated trucks,Other,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Articulated trucks,Other,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Articulated trucks,Other,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Non-freight-carrying vehicles,Petrol,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Non-freight-carrying vehicles,Petrol,5,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Non-freight-carrying vehicles,Petrol,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Non-freight-carrying vehicles,Petrol,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Non-freight-carrying vehicles,Petrol,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Non-freight-carrying vehicles,Petrol,7,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Non-freight-carrying vehicles,Petrol,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Non-freight-carrying vehicles,Petrol,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Non-freight-carrying vehicles,Petrol,5,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Non-freight-carrying vehicles,Petrol,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Non-freight-carrying vehicles,Petrol,6,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Non-freight-carrying vehicles,Petrol,7,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Non-freight-carrying vehicles,Petrol,10,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Non-freight-carrying vehicles,Petrol,5,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Non-freight-carrying vehicles,Petrol,8,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Non-freight-carrying vehicles,Petrol,11,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Non-freight-carrying vehicles,Petrol,14,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Non-freight-carrying vehicles,Petrol,10,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Non-freight-carrying vehicles,Petrol,8,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Non-freight-carrying vehicles,Petrol,19,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Non-freight-carrying vehicles,Petrol,25,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Non-freight-carrying vehicles,Petrol,19,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Non-freight-carrying vehicles,Petrol,31,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Non-freight-carrying vehicles,Petrol,41,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Non-freight-carrying vehicles,Petrol,17,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Non-freight-carrying vehicles,Petrol,21,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Non-freight-carrying vehicles,Petrol,21,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Non-freight-carrying vehicles,Petrol,35,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Non-freight-carrying vehicles,Petrol,43,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1977,Non-freight-carrying vehicles,Petrol,40,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Non-freight-carrying vehicles,Petrol,31,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Non-freight-carrying vehicles,Petrol,25,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Non-freight-carrying vehicles,Petrol,25,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Non-freight-carrying vehicles,Petrol,52,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Non-freight-carrying vehicles,Petrol,24,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Non-freight-carrying vehicles,Petrol,42,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Non-freight-carrying vehicles,Petrol,30,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Non-freight-carrying vehicles,Petrol,16,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Non-freight-carrying vehicles,Petrol,20,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Non-freight-carrying vehicles,Petrol,16,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Non-freight-carrying vehicles,Petrol,30,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Non-freight-carrying vehicles,Petrol,38,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Non-freight-carrying vehicles,Petrol,38,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Non-freight-carrying vehicles,Petrol,35,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Non-freight-carrying vehicles,Petrol,31,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Non-freight-carrying vehicles,Petrol,27,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Non-freight-carrying vehicles,Petrol,17,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Non-freight-carrying vehicles,Petrol,37,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Non-freight-carrying vehicles,Petrol,44,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Non-freight-carrying vehicles,Petrol,52,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Non-freight-carrying vehicles,Petrol,39,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Non-freight-carrying vehicles,Petrol,34,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Non-freight-carrying vehicles,Petrol,36,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Non-freight-carrying vehicles,Petrol,25,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Non-freight-carrying vehicles,Petrol,22,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Non-freight-carrying vehicles,Petrol,21,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Non-freight-carrying vehicles,Petrol,29,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Non-freight-carrying vehicles,Petrol,34,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Non-freight-carrying vehicles,Petrol,54,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Non-freight-carrying vehicles,Petrol,58,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Non-freight-carrying vehicles,Petrol,50,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Non-freight-carrying vehicles,Petrol,32,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Non-freight-carrying vehicles,Petrol,37,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Non-freight-carrying vehicles,Petrol,24,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Non-freight-carrying vehicles,Petrol,38,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Non-freight-carrying vehicles,Petrol,44,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Non-freight-carrying vehicles,Petrol,59,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Non-freight-carrying vehicles,Petrol,50,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Non-freight-carrying vehicles,Petrol,82,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Non-freight-carrying vehicles,Petrol,85,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Non-freight-carrying vehicles,Petrol,105,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Non-freight-carrying vehicles,Petrol,117,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Non-freight-carrying vehicles,Petrol,84,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Non-freight-carrying vehicles,Petrol,84,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Non-freight-carrying vehicles,Petrol,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Non-freight-carrying vehicles,Petrol,8,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Non-freight-carrying vehicles,Diesel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Non-freight-carrying vehicles,Diesel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Non-freight-carrying vehicles,Diesel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Non-freight-carrying vehicles,Diesel,3,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Non-freight-carrying vehicles,Diesel,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Non-freight-carrying vehicles,Diesel,4,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Non-freight-carrying vehicles,Diesel,0,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Non-freight-carrying vehicles,Diesel,5,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Non-freight-carrying vehicles,Diesel,8,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Non-freight-carrying vehicles,Diesel,8,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Non-freight-carrying vehicles,Diesel,18,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Non-freight-carrying vehicles,Diesel,14,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Non-freight-carrying vehicles,Diesel,17,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Non-freight-carrying vehicles,Diesel,19,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Non-freight-carrying vehicles,Diesel,17,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Non-freight-carrying vehicles,Diesel,21,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Non-freight-carrying vehicles,Diesel,45,2022,rva-2022-mvs-vehtype-mtvpwr-yom-rpc.csv
