year_of_manufacture,vehicle_type,motive_power,no_vehicles,Year,File
1912,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1977,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Light buses,Diesel,8,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Light buses,Diesel,11,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Light buses,Diesel,15,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Light buses,Diesel,23,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Light buses,Diesel,21,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Light buses,Diesel,41,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Light buses,Diesel,56,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Light buses,Diesel,54,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Light buses,Diesel,68,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Light buses,Diesel,125,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Light buses,Diesel,102,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Light buses,Diesel,143,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Light buses,Diesel,199,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Light buses,Diesel,211,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Light buses,Diesel,173,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Light buses,Diesel,265,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Light buses,Diesel,212,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Light buses,Diesel,212,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Light buses,Diesel,250,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Light buses,Diesel,291,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Light buses,Diesel,334,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Light buses,Diesel,468,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Light buses,Diesel,306,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Light buses,Diesel,378,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Light buses,Diesel,442,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Light buses,Diesel,471,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Light buses,Diesel,1166,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Light buses,Diesel,1149,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Light buses,Diesel,1002,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Light buses,Diesel,1953,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Light buses,Diesel,1078,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Light buses,Diesel,1421,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Light buses,Diesel,2029,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Light buses,Diesel,1630,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Light buses,Diesel,1416,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Light buses,Diesel,1993,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Light buses,Diesel,1740,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Light buses,Diesel,1702,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Light buses,Diesel,1882,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Light buses,Diesel,2087,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Light buses,Diesel,2571,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Light buses,Diesel,1934,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Light buses,Diesel,3122,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Light buses,Diesel,2224,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2023,Light buses,Diesel,2344,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2024,Light buses,Diesel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Light buses,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1902,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1977,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Light buses,Dual fuel,5,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Light buses,Dual fuel,7,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Light buses,Dual fuel,8,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Light buses,Dual fuel,7,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Light buses,Dual fuel,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Light buses,Dual fuel,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Light buses,Dual fuel,8,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Light buses,Dual fuel,13,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Light buses,Dual fuel,8,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Light buses,Dual fuel,13,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Light buses,Dual fuel,13,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Light buses,Dual fuel,15,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Light buses,Dual fuel,8,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Light buses,Dual fuel,24,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Light buses,Dual fuel,6,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Light buses,Dual fuel,24,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Light buses,Dual fuel,61,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Light buses,Dual fuel,88,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Light buses,Dual fuel,100,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Light buses,Dual fuel,83,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Light buses,Dual fuel,114,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Light buses,Dual fuel,147,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Light buses,Dual fuel,39,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Light buses,Dual fuel,49,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Light buses,Dual fuel,68,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Light buses,Dual fuel,82,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Light buses,Dual fuel,38,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Light buses,Dual fuel,31,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Light buses,Dual fuel,25,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Light buses,Dual fuel,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Light buses,Dual fuel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2023,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2024,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Light buses,Dual fuel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1902,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Light buses,Hybrid electric,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
